Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
Sri Lanka,381,139.5,2.73,381,1,lost,England,Galle,2021-01-22,0,10
Sri Lanka,380,105.0,3.61,380,1,draw,New Zealand,Auckland,1991-03-01,0,10
Pakistan,380,127.83333333333331,2.97,173,2,won,England,The Oval,1992-08-06,0,10
England,380,130.16666666666666,2.91,380,1,lost,Sri Lanka,Colombo (SSC),1993-03-13,0,10
England,380,101.83333333333331,3.73,380,1,won,Australia,The Oval,1993-08-19,0,10
South Africa,380,123.0,3.08,380,1,draw,Pakistan,Dubai (DSC),2010-11-12,0,10
Pakistan,380,128.66666666666666,2.95,269,3,draw,Sri Lanka,Pallekele,2012-07-08,1,8
Australia,380,133.0,2.85,380,1,lost,India,Chennai,2013-02-22,0,10
West Indies,380,124.0,3.06,380,1,won,Bangladesh,Gros Islet,2014-09-13,0,10
New Zealand,379,126.5,2.99,-56,2,draw,Australia,Wellington,1986-02-21,0,6
India,379,95.16666666666669,3.98,379,1,lost,South Africa,Bloemfontein,2001-11-03,0,10
Australia,379,99.5,3.8,38,2,won,Pakistan,Melbourne,2004-12-26,0,10
India,379,92.16666666666669,4.11,379,1,draw,New Zealand,Wellington,2009-04-03,0,10
Australia,379,125.16666666666669,3.02,24,2,lost,Sri Lanka,Colombo (SSC),2016-08-13,0,10
Pakistan,378,116.66666666666669,3.24,373,3,draw,Australia,Faisalabad,1988-09-23,1,9
Pakistan,378,159.83333333333334,2.36,48,2,draw,Sri Lanka,Colombo (RPS),1997-04-19,0,10
South Africa,378,91.5,4.13,378,1,won,Sri Lanka,Centurion,2001-01-20,0,10
Sri Lanka,378,95.33333333333331,3.96,-202,2,draw,West Indies,Galle,2010-11-15,0,10
Pakistan,378,118.83333333333331,3.18,378,1,won,England,Dubai (DSC),2015-10-22,0,10
Pakistan,378,119.33333333333331,3.16,158,2,won,South Africa,Karachi,2021-01-26,0,10
New Zealand,378,122.66666666666669,3.08,378,1,draw,England,Lord's,2021-06-02,0,10
West Indies,377,111.83333333333331,3.37,56,2,won,India,Bridgetown,1989-04-07,0,10
Zimbabwe,377,133.16666666666666,2.83,-104,2,lost,West Indies,Bulawayo,2003-11-12,0,10
England,377,111.5,3.38,377,1,won,West Indies,Lord's,2009-05-06,0,10
Pakistan,377,112.33333333333331,3.35,426,3,won,West Indies,Basseterre,2011-05-20,1,6
England,377,92.66666666666669,4.06,193,2,draw,Sri Lanka,Southampton,2011-06-16,1,8
England,377,144.66666666666666,2.6,-115,2,draw,Australia,The Oval,2013-08-21,0,10
India,377,107.33333333333331,3.51,433,3,won,New Zealand,Kanpur,2016-09-22,1,5
Zimbabwe,377,107.16666666666669,3.51,387,3,lost,Sri Lanka,Colombo (RPS),2017-07-14,0,10
Australia,377,119.83333333333331,3.14,72,2,won,Bangladesh,Chattogram,2017-09-04,0,10
Zimbabwe,376,137.83333333333334,2.72,376,1,draw,England,Bulawayo,1996-12-18,0,10
South Africa,376,139.66666666666666,2.69,-110,2,draw,Sri Lanka,Galle,2004-08-04,0,10
India,376,134.5,2.79,141,2,draw,Australia,Chennai,2004-10-14,0,10
England,376,93.5,4.02,113,2,draw,Australia,Birmingham,2009-07-30,0,10
Pakistan,376,133.0,2.82,20,2,draw,New Zealand,Wellington,2011-01-15,0,10
Pakistan,376,146.5,2.56,376,1,won,West Indies,Roseau,2017-05-10,0,10
Australia,375,123.0,3.04,324,3,draw,Sri Lanka,Brisbane,1989-12-08,0,6
Zimbabwe,375,150.66666666666666,2.48,-27,2,draw,Sri Lanka,Harare,1994-10-26,0,10
Zimbabwe,375,115.66666666666669,3.24,375,1,draw,Pakistan,Sheikhupura,1996-10-17,0,10
India,375,141.16666666666666,2.65,43,2,draw,Sri Lanka,Colombo (SSC),1997-08-09,0,10
England,375,128.33333333333334,2.92,-110,2,draw,Australia,Brisbane,1998-11-20,0,10
Australia,375,106.33333333333331,3.52,369,3,won,Sri Lanka,Colombo (SSC),2004-03-24,0,10
Sri Lanka,375,107.0,3.5,377,3,won,West Indies,Kandy,2005-07-22,1,7
India,375,105.0,3.57,435,3,won,Sri Lanka,Delhi,2005-12-10,1,6
Australia,375,98.83333333333331,3.79,375,1,lost,South Africa,Perth,2008-12-17,0,10
West Indies,375,145.0,2.58,311,3,draw,New Zealand,Napier,2008-12-19,0,10
Australia,375,112.33333333333331,3.33,262,3,draw,England,Birmingham,2009-07-30,0,5
England,375,149.83333333333334,2.5,310,3,won,Australia,Nottingham,2013-07-10,0,10
India,375,117.66666666666669,3.18,192,2,lost,Sri Lanka,Galle,2015-08-12,0,10
New Zealand,375,129.16666666666666,2.9,375,1,draw,England,Hamilton,2019-11-29,0,10
New Zealand,374,105.0,3.56,417,3,draw,Sri Lanka,Hamilton,1991-02-22,1,6
South Africa,374,103.33333333333331,3.61,374,1,lost,England,Nottingham,1998-07-23,0,10
England,374,135.33333333333334,2.76,374,1,draw,Zimbabwe,Nottingham,2000-06-01,0,10
South Africa,374,121.66666666666669,3.07,-65,2,lost,Australia,Adelaide,2001-12-14,0,10
Pakistan,374,100.5,3.72,374,1,won,West Indies,Kingston,2005-06-03,0,10
Zimbabwe,374,106.0,3.52,-129,2,lost,Bangladesh,Chattogram,2014-11-12,0,10
England,374,135.83333333333334,2.75,90,2,lost,Australia,Birmingham,2019-08-01,0,10
Pakistan,373,125.0,2.98,213,2,won,New Zealand,Lahore,1990-10-18,1,9
Australia,373,108.5,3.43,52,2,draw,England,Nottingham,1993-07-01,0,10
Pakistan,373,120.83333333333331,3.08,373,1,draw,Australia,Lahore,1994-11-01,0,10
Australia,373,121.0,3.08,373,1,won,New Zealand,Brisbane,1997-11-07,0,10
England,373,137.16666666666666,2.71,-77,2,draw,South Africa,Gqeberha,1999-12-09,0,10
New Zealand,373,152.83333333333334,2.44,373,1,draw,West Indies,St George's,2002-06-28,0,10
Sri Lanka,373,106.66666666666669,3.49,373,1,won,Bangladesh,Colombo (SSC),2002-07-28,0,10
England,373,105.5,3.53,373,1,draw,Australia,The Oval,2005-09-08,0,10
South Africa,373,128.5,2.9,-41,2,won,India,Cape Town,2007-01-02,0,10
England,373,95.0,3.92,545,3,won,Australia,The Oval,2009-08-20,1,9
Zimbabwe,373,107.83333333333331,3.45,-164,2,lost,Sri Lanka,Harare,2016-10-29,0,10
West Indies,373,126.0,2.96,433,3,won,Zimbabwe,Bulawayo,2017-10-21,0,10
Sri Lanka,373,135.5,2.75,-163,2,draw,India,Delhi,2017-12-02,0,10
New Zealand,373,102.33333333333331,3.64,373,1,won,West Indies,Hamilton,2017-12-09,0,10
South Africa,373,112.33333333333331,3.32,429,3,won,Australia,Cape Town,2018-03-22,0,10
New Zealand,372,106.5,3.49,180,2,won,West Indies,Wellington,2006-03-17,0,10
Australia,371,120.0,3.09,107,2,draw,West Indies,Kingston,1991-03-01,0,10
West Indies,371,124.5,2.97,78,2,draw,Australia,Brisbane,1992-11-27,0,10
India,371,122.83333333333331,3.02,371,1,won,England,Eden Gardens,1993-01-29,0,10
South Africa,371,127.5,2.9,301,3,draw,Pakistan,Faisalabad,2003-10-24,1,8
West Indies,371,102.0,3.63,572,3,won,Pakistan,Bridgetown,2005-05-26,0,10
Australia,371,108.0,3.43,-51,4,draw,England,Manchester,2005-08-11,0,9
West Indies,371,98.5,3.76,130,2,draw,India,St John's,2006-06-02,0,10
New Zealand,371,126.66666666666669,2.92,64,2,draw,West Indies,Napier,2008-12-19,0,10
Zimbabwe,370,178.5,2.07,71,3,lost,New Zealand,Harare,2000-09-19,0,10
Sri Lanka,370,110.33333333333331,3.35,182,2,won,Bangladesh,Colombo (RPS),2005-09-12,1,9
England,370,100.16666666666669,3.69,-277,4,lost,Australia,Brisbane,2006-11-23,0,10
England,370,105.16666666666669,3.51,370,1,won,West Indies,Manchester,2007-06-07,0,10
West Indies,370,128.0,2.89,-132,4,draw,England,St John's,2009-02-15,0,9
South Africa,370,132.33333333333334,2.79,-175,4,lost,Australia,Durban,2009-03-06,0,10
Zimbabwe,370,131.0,2.82,370,1,won,Bangladesh,Harare,2011-08-04,0,10
West Indies,370,109.33333333333331,3.38,370,1,lost,England,Nottingham,2012-05-25,0,10
New Zealand,370,65.66666666666667,5.63,370,1,lost,Australia,Christchurch,2016-02-20,0,10
West Indies,369,121.66666666666669,3.03,-146,2,draw,Australia,Adelaide,1989-02-03,0,10
Sri Lanka,369,125.33333333333331,2.94,369,1,draw,India,Mohali,1997-11-19,0,10
England,369,171.0,2.15,0,3,draw,South Africa,Manchester,1998-07-02,0,9
Australia,369,113.83333333333331,3.24,1,4,won,Pakistan,Hobart,1999-11-18,0,6
Pakistan,369,89.83333333333333,4.1,429,3,won,Zimbabwe,Harare,2002-11-09,0,10
Australia,369,133.83333333333334,2.75,228,3,draw,India,Chennai,2004-10-14,0,10
Australia,369,127.16666666666669,2.9,369,1,won,South Africa,Durban,2006-03-24,0,10
England,369,110.0,3.35,-130,4,draw,India,The Oval,2007-08-09,0,6
Australia,369,76.33333333333333,4.83,208,2,won,India,Perth,2012-01-13,0,10
Australia,369,87.0,4.24,503,3,won,England,Perth,2013-12-13,1,6
England,369,111.83333333333331,3.29,369,1,won,West Indies,Manchester,2020-07-24,0,10
Australia,369,115.33333333333331,3.19,369,1,lost,India,Brisbane,2021-01-15,0,10
England,368,112.83333333333331,3.26,368,1,draw,Pakistan,Lord's,1987-06-18,0,10
New Zealand,368,129.0,2.85,309,3,draw,India,Hamilton,1994-03-19,1,7
South Africa,368,107.0,3.43,368,1,won,Pakistan,Durban,2002-12-26,0,10
England,368,139.5,2.63,-159,2,draw,Australia,Manchester,2013-08-01,0,10
Zimbabwe,368,135.16666666666666,2.72,-65,2,lost,Bangladesh,Khulna,2014-11-03,0,10
Australia,367,95.5,3.84,367,1,draw,Sri Lanka,Brisbane,1989-12-08,0,10
Australia,367,113.5,3.23,441,3,won,India,Perth,1992-02-01,1,6
South Africa,367,93.33333333333331,3.93,466,3,won,India,Eden Gardens,1996-11-27,1,3
Pakistan,367,117.16666666666669,3.13,367,1,lost,Australia,Brisbane,1999-11-05,0,10
Australia,367,107.16666666666669,3.42,-6,2,draw,England,The Oval,2005-09-08,0,10
Pakistan,367,122.16666666666669,3.0,92,2,won,New Zealand,Hamilton,2011-01-07,0,10
West Indies,367,116.33333333333331,3.15,367,1,lost,New Zealand,Hamilton,2013-12-19,0,10
England,367,105.5,3.47,215,2,won,India,Manchester,2014-08-07,0,10
Sri Lanka,367,82.33333333333333,4.45,175,3,won,India,Galle,2015-08-12,0,10
India,367,106.66666666666669,3.44,56,2,won,West Indies,Hyderabad,2018-10-12,0,10
India,366,107.16666666666669,3.41,366,1,won,Sri Lanka,Colombo (SSC),1993-07-27,0,10
New Zealand,366,121.33333333333331,3.01,366,1,draw,India,Hamilton,1999-01-02,0,10
England,366,166.66666666666666,2.19,366,1,draw,South Africa,Durban,1999-12-26,1,9
West Indies,366,125.5,2.91,-127,2,lost,Pakistan,Sharjah,2002-01-31,0,10
New Zealand,366,142.5,2.56,366,1,lost,Pakistan,Wellington,2003-12-26,0,10
India,366,103.0,3.55,366,1,lost,Australia,Melbourne,2003-12-26,0,10
India,366,107.5,3.4,205,2,won,Zimbabwe,Harare,2005-09-20,0,10
India,366,96.5,3.79,-40,4,lost,New Zealand,Auckland,2014-02-06,0,10
England,365,165.83333333333334,2.2,-62,3,lost,Australia,Lord's,1993-06-17,0,10
West Indies,365,135.16666666666666,2.7,365,1,lost,New Zealand,Hamilton,1999-12-16,0,10
New Zealand,365,77.16666666666667,4.73,365,1,won,Bangladesh,Hamilton,2001-12-18,1,9
South Africa,365,100.83333333333331,3.61,400,3,won,England,Leeds,2003-08-21,0,10
Sri Lanka,365,109.5,3.33,503,3,won,New Zealand,Wellington,2006-12-15,0,10
New Zealand,365,116.0,3.14,365,1,draw,West Indies,Dunedin,2008-12-11,0,10
Pakistan,365,152.66666666666666,2.39,323,3,won,England,Dubai (DSC),2012-02-03,0,10
New Zealand,365,90.16666666666669,4.04,365,1,lost,India,Bengaluru,2012-08-31,0,10
England,365,115.83333333333331,3.15,108,2,lost,Sri Lanka,Leeds,2014-06-20,0,10
India,365,114.66666666666669,3.18,160,2,won,England,Ahmedabad,2021-03-04,0,10
Zimbabwe,365,148.83333333333334,2.45,107,3,lost,Afghanistan,Abu Dhabi,2021-03-10,0,10
Australia,364,152.66666666666666,2.38,364,1,draw,New Zealand,Christchurch,1986-02-28,0,10
England,364,109.33333333333331,3.32,200,2,won,West Indies,Kingston,1990-02-24,0,10
England,364,85.16666666666667,4.27,422,3,won,Sri Lanka,Lord's,1991-08-22,1,3
South Africa,364,104.33333333333331,3.48,364,1,draw,Pakistan,Johannesburg,1998-02-14,0,10
Australia,364,114.0,3.19,364,1,won,West Indies,Melbourne,2000-12-26,0,10
England,364,126.83333333333331,2.86,364,1,won,New Zealand,Nottingham,2008-06-05,0,10
India,364,117.16666666666669,3.1,2,2,draw,South Africa,Cape Town,2011-01-02,0,10
India,364,126.16666666666669,2.88,364,1,won,England,Lord's,2021-08-12,0,10
West Indies,363,116.66666666666669,3.11,363,1,won,New Zealand,Kingston,1985-05-04,0,10
Australia,363,80.5,4.5,1,2,lost,England,Sydney,2003-01-02,0,10
England,363,98.33333333333331,3.69,280,3,lost,South Africa,Birmingham,2008-07-30,0,10
Pakistan,363,114.5,3.17,179,2,won,England,Lord's,2018-05-24,0,10
England,363,106.33333333333331,3.41,189,2,won,Pakistan,Leeds,2018-06-01,0,10
Sri Lanka,362,107.83333333333331,3.35,175,2,won,India,Galle,2001-08-14,0,10
South Africa,362,121.0,2.99,362,1,draw,India,Gqeberha,2001-11-16,0,10
England,362,127.0,2.85,362,1,won,Australia,Sydney,2003-01-02,0,10
South Africa,362,119.83333333333331,3.02,-83,2,lost,England,Nottingham,2003-08-14,0,10
India,362,107.0,3.38,-219,2,draw,West Indies,Basseterre,2006-06-22,0,10
South Africa,362,112.83333333333331,3.2,362,1,draw,India,Cape Town,2011-01-02,0,10
Zimbabwe,362,143.66666666666666,2.51,-220,2,lost,New Zealand,Bulawayo,2016-08-06,0,10
England,362,108.66666666666669,3.33,362,1,won,South Africa,Manchester,2017-08-04,0,10
Australia,362,139.83333333333334,2.58,-99,4,draw,Pakistan,Dubai (DSC),2018-10-07,0,8
England,362,125.66666666666669,2.88,4,4,won,Australia,Leeds,2019-08-22,0,9
West Indies,361,120.0,3.0,399,3,won,Australia,Melbourne,1988-12-24,1,9
New Zealand,361,119.0,3.03,69,3,lost,Sri Lanka,Colombo (SSC),1992-12-06,0,10
New Zealand,361,95.33333333333331,3.78,-12,3,lost,Pakistan,Wellington,1994-02-17,0,10
South Africa,361,144.16666666666666,2.5,361,1,lost,Australia,Cape Town,1994-03-17,0,10
Sri Lanka,361,146.5,2.46,251,3,won,Pakistan,Faisalabad,1995-09-15,0,10
India,361,131.66666666666666,2.74,179,2,won,Australia,Delhi,1996-10-10,0,10
Sri Lanka,361,143.33333333333334,2.51,-151,2,draw,India,Wankhede,1997-12-03,0,10
South Africa,361,144.66666666666666,2.49,63,2,won,New Zealand,Gqeberha,2000-11-30,0,10
Bangladesh,361,137.83333333333334,2.61,361,1,lost,Pakistan,Peshawar,2003-08-27,0,10
Australia,361,85.33333333333333,4.23,563,3,won,Pakistan,Perth,2004-12-16,1,5
South Africa,361,89.83333333333333,4.01,361,1,lost,Sri Lanka,Colombo (PSS),2006-08-04,0,10
England,361,100.16666666666669,3.6,361,1,won,Australia,Lord's,2013-07-18,0,10
Australia,361,119.16666666666669,3.02,-177,4,lost,South Africa,Perth,2016-11-03,0,10
South Africa,361,105.0,3.43,-97,2,lost,England,Lord's,2017-07-06,0,10
England,361,105.33333333333331,3.42,484,3,won,West Indies,Gros Islet,2019-02-09,1,5
South Africa,360,171.0,2.1,360,1,draw,India,Cape Town,1993-01-02,1,9
South Africa,360,108.16666666666669,3.32,360,1,won,England,Lord's,1998-06-18,0,10
India,360,119.0,3.02,-70,2,draw,Australia,Bengaluru,2008-10-09,0,10
England,359,130.0,2.76,117,3,lost,Australia,Lord's,1989-06-22,0,10
England,359,119.5,3.0,232,3,draw,New Zealand,Wellington,1992-02-06,1,7
India,359,118.0,3.04,471,3,won,Sri Lanka,Colombo (SSC),1993-07-27,1,4
India,359,92.33333333333331,3.88,-170,2,lost,South Africa,Cape Town,1997-01-02,0,10
England,359,123.0,2.91,112,2,draw,South Africa,Centurion,2005-01-21,0,10
Australia,359,95.16666666666669,3.77,-92,2,won,South Africa,Sydney,2006-01-02,0,10
Pakistan,359,137.5,2.61,136,3,lost,Sri Lanka,Dubai (DSC),2014-01-08,0,10
South Africa,359,98.0,3.66,91,2,won,New Zealand,Wellington,2017-03-16,0,10
Sri Lanka,359,136.83333333333334,2.62,73,3,lost,England,Galle,2021-01-14,0,10
India,358,106.5,3.36,104,2,won,New Zealand,Hyderabad (Deccan),1988-12-02,0,10
India,358,146.0,2.45,358,1,draw,New Zealand,Napier,1990-02-09,1,9
England,358,109.5,3.26,-88,2,lost,West Indies,Bridgetown,1990-04-05,0,10
India,358,138.5,2.58,239,2,won,Sri Lanka,Ahmedabad,1994-02-08,0,10
New Zealand,358,119.16666666666669,3.0,172,2,won,England,Lord's,1999-07-22,0,10
India,358,101.33333333333331,3.53,358,1,draw,West Indies,Eden Gardens,2002-10-30,0,10
Zimbabwe,358,148.0,2.41,358,1,lost,Sri Lanka,Harare,2020-01-19,0,10
Australia,357,145.66666666666666,2.45,40,2,draw,New Zealand,Melbourne,1987-12-26,0,10
Pakistan,357,139.83333333333334,2.55,242,3,won,New Zealand,Faisalabad,1990-10-26,0,10
South Africa,357,118.83333333333331,3.0,357,1,won,England,Lord's,1994-07-21,0,10
Pakistan,357,87.83333333333333,4.06,286,2,won,Sri Lanka,Kandy,1994-08-26,1,9
England,357,111.33333333333331,3.2,-46,2,lost,Pakistan,Manchester,2001-05-31,0,10
India,357,101.16666666666669,3.52,357,1,draw,England,Nottingham,2002-08-08,0,10
Australia,357,94.0,3.79,-85,4,draw,India,Sydney,2004-01-02,0,6
Pakistan,357,124.0,2.87,357,1,draw,West Indies,Multan,2006-11-19,0,10
South Africa,357,125.16666666666669,2.85,357,1,draw,Pakistan,Lahore,2007-10-08,0,10
New Zealand,357,91.0,3.92,220,2,won,Bangladesh,Dunedin,2008-01-04,0,10
West Indies,357,123.83333333333331,2.88,-222,2,lost,Pakistan,Dubai (DSC),2016-10-13,0,10
India,356,115.0,3.09,212,3,lost,New Zealand,Wellington,1998-12-26,0,10
England,356,104.0,3.42,-62,2,draw,South Africa,Centurion,2009-12-16,0,10
New Zealand,356,127.16666666666669,2.79,356,1,draw,Pakistan,Wellington,2011-01-15,0,10
Sri Lanka,356,102.16666666666669,3.48,135,2,lost,New Zealand,Wellington,2015-01-03,0,10
Zimbabwe,356,94.66666666666669,3.76,356,1,lost,Sri Lanka,Colombo (RPS),2017-07-14,0,10
England,355,100.33333333333331,3.53,355,1,won,West Indies,Bridgetown,1994-04-08,0,10
India,355,168.5,2.1,355,1,draw,West Indies,Georgetown,1997-04-17,0,10
Australia,355,119.5,2.97,355,1,won,South Africa,Melbourne,2005-12-26,0,10
England,355,104.0,3.41,72,3,lost,India,Nottingham,2007-07-27,0,10
Australia,355,134.66666666666666,2.63,-86,2,lost,India,Nagpur,2008-11-06,0,10
West Indies,355,126.66666666666669,2.8,355,1,won,Bangladesh,Mirpur,2011-10-29,0,10
Pakistan,355,118.33333333333331,3.0,283,3,won,England,Sharjah,2015-11-01,0,10
Sri Lanka,355,141.16666666666666,2.51,355,1,won,Australia,Colombo (SSC),2016-08-13,0,10
England,354,118.0,3.0,-65,2,draw,West Indies,Lord's,1991-06-20,0,10
Pakistan,354,147.83333333333334,2.39,77,2,won,Zimbabwe,Harare,1998-03-21,0,10
India,354,129.33333333333334,2.73,25,2,won,Zimbabwe,Delhi,2002-02-28,0,10
Sri Lanka,354,143.33333333333334,2.46,354,1,draw,West Indies,Gros Islet,2003-06-20,0,10
West Indies,354,100.0,3.54,-86,4,draw,South Africa,Cape Town,2004-01-02,0,5
England,354,104.16666666666669,3.39,354,1,won,Pakistan,Nottingham,2010-07-29,0,10
England,354,99.0,3.57,354,1,won,New Zealand,Leeds,2013-05-24,0,10
Pakistan,354,95.0,3.72,490,3,won,England,Dubai (DSC),2015-10-22,1,6
New Zealand,354,92.66666666666669,3.82,65,2,won,Bangladesh,Christchurch,2017-01-20,0,10
West Indies,354,112.0,3.16,354,1,won,Bangladesh,Kingston,2018-07-12,0,10
West Indies,354,111.16666666666669,3.18,354,1,draw,Sri Lanka,North Sound,2021-03-29,0,10
Pakistan,353,131.33333333333334,2.68,217,2,won,England,Leeds,1987-07-02,0,10
Pakistan,353,133.83333333333334,2.63,59,2,draw,England,Karachi,1987-12-16,0,10
England,353,141.5,2.49,353,1,won,Australia,Adelaide,1995-01-26,0,10
Sri Lanka,353,123.33333333333331,2.86,171,2,won,Pakistan,Rawalpindi,2000-02-26,0,10
New Zealand,353,117.5,3.0,353,1,lost,Australia,Brisbane,2004-11-18,0,10
India,353,96.83333333333331,3.64,-12,2,won,New Zealand,Bengaluru,2012-08-31,0,10
England,353,103.33333333333331,3.41,-150,4,lost,Australia,Perth,2013-12-13,0,10
Sri Lanka,353,93.66666666666669,3.76,267,3,won,Australia,Pallekele,2016-07-26,0,10
India,353,129.66666666666666,2.72,353,1,won,West Indies,Gros Islet,2016-08-09,0,10
England,353,103.33333333333331,3.41,353,1,won,South Africa,The Oval,2017-07-27,0,10
New Zealand,353,113.0,3.12,279,3,won,Pakistan,Abu Dhabi,2018-12-03,1,7
England,353,124.0,2.84,353,1,lost,New Zealand,Mount Maunganui,2019-11-21,0,10
England,352,131.66666666666666,2.67,352,1,lost,Australia,Melbourne,1990-12-26,0,10
Sri Lanka,352,153.33333333333334,2.29,257,3,draw,India,Colombo (PSS),1993-08-04,0,6
Sri Lanka,352,144.5,2.43,426,3,won,New Zealand,Napier,1995-03-11,0,10
Pakistan,352,113.33333333333331,3.1,407,3,won,England,Lord's,1996-07-25,1,5
West Indies,352,128.16666666666666,2.74,352,1,won,England,Georgetown,1998-02-27,0,10
New Zealand,352,148.66666666666666,2.36,144,2,won,India,Wellington,1998-12-26,0,10
New Zealand,352,160.66666666666666,2.19,-269,2,draw,South Africa,Auckland,1999-02-27,0,10
West Indies,352,116.83333333333331,3.01,172,3,lost,Australia,Sydney,2001-01-02,0,10
West Indies,352,116.66666666666669,3.01,-64,2,draw,Bangladesh,Gros Islet,2004-05-28,0,10
Sri Lanka,352,113.5,3.1,1,4,won,South Africa,Colombo (PSS),2006-08-04,0,9
West Indies,352,107.0,3.28,-127,2,draw,Australia,North Sound,2008-05-30,0,10
Australia,352,107.66666666666669,3.26,352,1,won,South Africa,Durban,2009-03-06,0,10
South Africa,352,129.66666666666666,2.71,352,1,won,West Indies,Port of Spain,2010-06-10,0,10
England,352,154.0,2.28,356,3,draw,India,Nagpur,2012-12-13,1,4
India,352,88.66666666666667,3.96,230,3,draw,Sri Lanka,Eden Gardens,2017-11-16,1,8
England,352,106.66666666666669,3.3,381,3,draw,New Zealand,Christchurch,2018-03-30,1,9
India,352,110.0,3.2,520,3,won,England,Nottingham,2018-08-18,1,7
Sri Lanka,351,142.16666666666666,2.46,351,1,draw,India,Colombo (PSS),1993-08-04,0,10
England,351,165.0,2.12,-127,4,draw,South Africa,Johannesburg,1995-11-30,0,5
Australia,351,103.66666666666669,3.38,-183,2,draw,New Zealand,Perth,2001-11-30,0,10
England,351,126.33333333333331,2.77,351,1,draw,Sri Lanka,Colombo (SSC),2007-12-09,0,10
Australia,351,88.0,3.98,498,3,won,India,Melbourne,2007-12-26,1,7
New Zealand,351,129.16666666666666,2.71,351,1,lost,West Indies,North Sound,2012-07-25,0,10
South Africa,351,124.33333333333331,2.82,345,3,won,England,Lord's,2012-08-16,0,10
Pakistan,351,125.66666666666669,2.79,351,1,lost,New Zealand,Sharjah,2014-11-26,0,10
Australia,351,110.66666666666669,3.17,351,1,won,South Africa,Durban,2018-03-01,0,10
New Zealand,350,169.0,2.07,328,3,draw,England,Auckland,1988-02-25,1,7
Sri Lanka,350,133.83333333333334,2.61,209,2,won,Zimbabwe,Colombo (SSC),1996-09-18,1,8
Australia,350,122.83333333333331,2.84,-167,2,draw,South Africa,Adelaide,1998-01-30,0,10
Zimbabwe,350,175.33333333333334,1.99,350,1,lost,New Zealand,Bulawayo,2000-09-12,0,10
